indice,titulo,artista,ano,score,emotional_abuse,jealousy_possessive,dependency,violence_or_betrayal,justificativa
4594,Hey Mama,Black Eyed Peas,2004.0,0.2,False,False,True,False,
4595,Over and Over,Nelly feat. Tim McGraw,2004.0,0.3,False,True,True,False,
4598,Letters from Home,John Michael Montgomery,2004.0,0.3,False,False,True,False,
4599,I Go Back,Kenny Chesney,2004.0,0.3,False,False,True,False,
4600,We Belong Together,Mariah Carey,2005.0,0.6,False,True,True,False,
4602,Let Me Love You,Mario,2005.0,0.6,False,True,True,False,
4603,Since U Been Gone,Kelly Clarkson,2005.0,0.3,False,False,True,False,
4604,"1, 2 Step",Ciara feat. Missy Elliott,2005.0,0.0,False,False,False,False,
4605,Gold Digger,Kanye West feat. Jamie Foxx,2005.0,0.6,False,False,True,False,
4606,Boulevard Of Broken Dreams,Green Day,2005.0,0.3,False,False,True,False,
4607,Candy Shop,50 Cent feat. Olivia,2005.0,0.3,False,False,True,False,
4608,Don't Cha,Pussycat Dolls feat. Busta Rhymes,2005.0,0.3,False,True,False,False,
4610,Disco Inferno,50 Cent,2005.0,0.5,False,False,False,False,
4611,You And Me,Lifehouse,2005.0,0.3,False,False,True,False,
4612,Don't Phunk With My Heart,Black Eyed Peas,2005.0,0.3,False,True,True,False,
4614,Shake It Off,Mariah Carey,2005.0,0.3,False,False,True,False,
4615,Mr. Brightside,Killers,2005.0,0.8,False,True,True,False,
4616,Just A Lil Bit,50 Cent,2005.0,0.5,False,True,False,False,
4617,Pon de Replay,Rihanna,2005.0,0.0,False,False,False,False,
4620,Oh,Ciara feat. Ludacris,2005.0,0.0,False,False,False,False,
4621,Lonely No More,Rob Thomas,2005.0,0.3,False,False,True,False,
4622,Drop It Like It's Hot,Snoop Dogg feat. Pharrell,2005.0,0.6,False,False,True,False,
4623,Hate It Or Love It,Game feat. 50 Cent,2005.0,0.2,False,False,False,True,
4625,Soldier,Destiny's Child feat. T.I. and Lil Wayne,2005.0,0.3,False,False,True,False,
4627,Switch,Will Smith,2005.0,0.2,False,False,False,False,
4629,Like You,Bow Wow feat. Ciara,2005.0,0.2,False,True,False,False,
4630,Rich Girl,Gwen Stefani feat. Eve,2005.0,0.0,False,False,False,False,
4631,My Humps,Black Eyed Peas,2005.0,0.5,False,False,True,False,
4632,Obsession (No Es Amor),Frankie J feat. Baby Bash,2005.0,0.3,False,False,True,False,
4633,Caught Up,Usher,2005.0,0.3,False,True,False,False,
4634,Listen To Your Heart,D.H.T.,2005.0,0.3,False,False,True,False,
4635,Scars,Papa Roach,2005.0,0.3,False,False,True,False,
4637,Let Me Go,3 Doors Down,2005.0,0.3,False,False,True,False,
4638,Holiday,Green Day,2005.0,0.8,False,False,False,True,
4639,"Sugar, We're Goin' Down",Fall Out Boy,2005.0,0.6,False,True,True,False,
4642,Photograph,Nickelback,2005.0,0.3,False,False,True,False,
4645,Wake Me Up When September Ends,Green Day,2005.0,0.3,False,False,True,False,
4646,Slow Down,Bobby Valentino,2005.0,0.3,False,False,True,False,
4647,Over And Over,Nelly feat. Tim McGraw,2005.0,0.3,False,True,True,False,
4651,Soul Survivor,Young Jeezy feat. Akon,2005.0,0.5,False,False,True,True,
4652,Pimpin' All Over the World,Ludacris feat. Bobby Valentino,2005.0,0.2,False,False,True,False,
4653,My Boo,Usher And Alicia Keys,2005.0,0.3,False,False,True,False,
4655,Karma,Alicia Keys,2005.0,0.6,False,False,True,False,
4656,Speed Of Sound,Coldplay,2005.0,0.0,False,False,False,False,
4657,I Don't Want To Be,Gavin DeGraw,2005.0,0.0,False,False,False,False,
4658,Mockingbird,Eminem,2005.0,0.5,False,False,True,False,
4661,Baby I'm Back,Baby Bash feat. Akon,2005.0,0.5,False,False,True,False,
4662,Wait (The Whisper Song),Ying Yang Twins,2005.0,1.0,False,False,False,True,
4663,Incomplete,Backstreet Boys,2005.0,0.6,False,False,True,False,
4664,Bring Em Out,T.I.,2005.0,0.5,False,False,False,False,
4665,Cater 2 U,Destiny's Child,2005.0,0.0,False,False,False,False,
4666,1 Thing,Amerie,2005.0,0.3,False,False,True,False,
4668,It's Like That,Mariah Carey,2005.0,0.0,False,False,False,False,
4669,Goin' Crazy,Natalie,2005.0,0.6,False,False,True,False,
4670,Inside Your Heaven,Carrie Underwood,2005.0,0.6,False,False,True,False,
4673,Your Body,Pretty Ricky,2005.0,0.8,False,False,True,True,
4674,Beautiful Soul,Jesse McCartney,2005.0,0.3,False,False,True,False,
4675,Cool,Gwen Stefani,2005.0,0.0,False,False,False,False,
4676,Get Back,Ludacris,2005.0,0.8,True,False,False,True,
4677,Outta Control (Remix),50 Cent feat. Mobb Deep,2005.0,0.3,False,False,True,False,
4679,These Words,Natasha Bedingfield,2005.0,0.0,False,False,False,False,
4682,Daughters,John Mayer,2005.0,0.0,False,False,False,False,
4684,Girlfight,Brooke Valentine feat. Lil Jon and Big Boi,2005.0,0.5,False,True,False,False,
4686,Ordinary People,John Legend,2005.0,0.3,False,False,True,False,
4687,We Be Burnin',Sean Paul,2005.0,0.5,False,False,True,False,
4689,True,Ryan Cabrera,2005.0,0.6,False,True,True,False,
4690,O,Omarion,2005.0,0.8,False,False,True,False,
4691,Back Then,Mike Jones,2005.0,0.3,False,False,True,False,
4692,Numb/Encore,Jay-Z/Linkin Park,2005.0,0.0,False,False,False,False,
4693,Wonderful,Ja Rule feat. R. Kelly and Ashanti,2005.0,0.8,False,True,True,False,
4694,I'm Sprung,T-Pain,2005.0,0.3,False,True,True,False,
4695,Chariot,Gavin DeGraw,2005.0,0.3,False,False,True,False,
4697,Mississippi Girl,Faith Hill,2005.0,0.0,False,False,False,False,
4699,Give Me That,Webbie feat. Bun B,2005.0,0.8,False,True,True,False,
4703,You're Beautiful,James Blunt,2006.0,0.3,False,True,False,False,
4704,Hips Don't Lie,Shakira feat. Wyclef Jean,2006.0,0.0,False,False,False,False,
4705,Unwritten,Natasha Bedingfield,2006.0,0.0,False,False,False,False,
4706,Crazy,Gnarls Barkley,2006.0,0.5,False,False,True,False,
4708,Sexyback,Justin Timberlake,2006.0,0.8,True,True,True,False,
4713,Me and U,Cassie,2006.0,0.3,False,False,True,False,
4714,Buttons,Pussycat Dolls feat. Snoop Dogg,2006.0,0.3,False,False,True,False,
4716,So Sick,Ne-Yo,2006.0,0.3,False,False,True,False,
4717,It's Goin' Down,Yung Joc,2006.0,0.5,False,False,False,False,
4719,I Write Sins not Tragedies,Panic! At The Disco,2006.0,0.3,False,False,True,False,
4720,Move Along,All-American Rejects,2006.0,0.3,False,False,True,False,
4725,What Hurts the Most,Rascal Flatts,2006.0,0.3,False,False,True,False,
4726,How to Save a Life,Fray,2006.0,0.3,False,False,True,False,
4728,Chasing Cars,Snow Patrol,2006.0,0.3,False,False,True,False,
4730,Everytime We Touch,Cascada,2006.0,0.5,False,False,True,False,
4731,Ain't no Other Man,Christina Aguilera,2006.0,0.3,False,True,True,False,
4733,Gold Digger,Kanye West feat. Jamie Foxx,2006.0,0.6,False,False,True,False,
4734,Money Maker,Ludacris feat. Pharrell,2006.0,0.5,False,False,False,False,
4736,(When You Gonna) Give It Up To Me,Sean Paul feat. Keyshia Cole,2006.0,0.2,False,False,True,False,
4737,Photograph,Nickelback,2006.0,0.3,False,False,True,False,
4739,Stickwitu,Pussycat Dolls,2006.0,0.3,False,False,True,False,
4741,My Humps,Black Eyed Peas,2006.0,0.5,False,False,True,False,
4743,Yo (Excuse Me Miss),Chris Brown,2006.0,0.3,False,False,True,False,
4744,Walk Away,Kelly Clarkson,2006.0,0.6,False,False,True,False,
4746,What You Know,T.I.,2006.0,0.5,False,True,False,False,
4748,Savin' Me,Nickelback,2006.0,0.6,False,False,True,False,
4749,Don't Forget About Us,Mariah Carey,2006.0,0.3,False,False,True,False,
4750,Sexy Love,Ne-Yo,2006.0,0.3,False,False,True,False,
4751,U and Dat,E-40 feat. T-Pain and Kandi Girl,2006.0,0.3,False,False,True,False,
4754,So What,Field Mob feat. Ciara,2006.0,0.3,False,False,True,False,
4756,Black Horse and the Cherry Tree,KT Tunstall,2006.0,0.3,False,False,True,False,
4759,Unpredictable,Jamie Foxx feat. Ludacris,2006.0,0.6,False,False,True,False,
4760,My Love,Justin Timberlake feat. T.I.,2006.0,0.3,False,False,True,False,
4761,Shake That,Eminem feat. Nate Dogg,2006.0,0.8,False,False,True,False,
4763,Bossy,Kelis feat. Too $hort,2006.0,0.2,False,False,False,False,
4765,Smack That,Akon feat. Eminem,2006.0,0.8,True,False,False,True,
4767,Sugar We're Goin' Down,Fall Out Boy,2006.0,0.6,False,True,True,False,
4768,Gimme That,Chris Brown feat. Lil' Wayne,2006.0,0.6,False,True,True,False,
4769,I Know You See It,Yung Joc feat. Brandy 'Ms. B.' Hambrick,2006.0,0.8,False,False,True,False,
4770,Who Says you can't Go Home,Bon Jovi,2006.0,0.3,False,False,True,False,
4774,Deja Vu,Beyonce feat. Jay-Z,2006.0,0.3,False,True,False,False,
4776,Call me When You're Sober,Evanescence,2006.0,0.6,False,False,True,False,
4777,"Jesus, take the Wheel",Carrie Underwood,2006.0,0.3,False,False,True,False,
4780,We be Burnin',Sean Paul,2006.0,0.3,False,False,True,False,
4782,You And Me,Lifehouse,2006.0,0.3,False,False,True,False,
4783,Beep,Pussycat Dolls feat. will.i.am,2006.0,0.3,False,False,True,False,
4786,Waiting on the World to Change,John Mayer,2006.0,0.0,False,False,False,False,
4787,Soul Survivor,Young Jeezy feat. Akon,2006.0,0.5,False,False,True,True,
4788,Pump It,Black Eyed Peas,2006.0,0.3,False,False,True,False,
4790,Hung Up,Madonna,2006.0,0.3,False,True,True,False,
4792,Love,Keyshia Cole,2006.0,0.6,False,True,True,False,
4793,When You're Mad,Ne-Yo,2006.0,0.8,True,False,True,False,
4795,Stupid Girls,Pink,2006.0,0.6,False,False,True,False,
4797,I'm Sprung,T-Pain,2006.0,0.3,False,True,True,False,
4798,Do I Make you Proud,Taylor Hicks,2006.0,0.0,False,False,False,False,
4799,For You I Will (Condience),Teddy Geiger,2006.0,0.3,False,True,True,False,
4800,Irreplaceable,Beyonce,2007.0,0.8,True,True,False,False,
4801,Umbrella,Rihanna feat. Jay-Z,2007.0,0.3,False,False,True,False,
4802,The Sweet Escape,Gwen Stefani feat. Akon,2007.0,0.3,False,False,True,False,
4803,Big Girls Don't Cry,Fergie,2007.0,0.3,False,False,True,False,
4805,Before He Cheats,Carrie Underwood,2007.0,1.0,False,False,False,True,
4808,Say It Right,Nelly Furtado,2007.0,0.3,False,False,True,False,
4809,Glamorous,Fergie feat. Ludacris,2007.0,0.2,False,False,True,False,
4810,Don't Matter,Akon,2007.0,0.6,False,True,True,False,
4812,Makes Me Wonder,Maroon 5,2007.0,0.6,False,False,True,False,
4813,Party Like A Rockstar,Shop Boyz,2007.0,0.5,False,True,False,False,
4814,Smack That,Akon feat. Eminem,2007.0,0.8,True,False,False,True,
4815,This Is Why I'm Hot,Mims,2007.0,0.0,False,False,False,False,
4816,It's Not Over,Daughtry,2007.0,0.6,False,False,True,False,
4817,The Way I Are,Timbaland feat. Keri Hilson,2007.0,0.3,False,False,True,False,
4818,Fergalicious,Fergie,2007.0,0.2,False,False,True,False,
4820,Give It To Me,Timbaland feat. Nelly Furtado and Justin Timberlake,2007.0,0.3,False,False,True,False,
4821,What Goes Around…Comes Around,Justin Timberlake,2007.0,0.3,False,False,True,False,
4822,Cupid's Chokehold/Breakfast In America,Gym Class Heroes feat. Patrick Stump,2007.0,0.2,False,False,True,False,
4823,How To Save A Life,Fray,2007.0,0.3,False,False,True,False,
4826,Stronger,Kanye West,2007.0,0.3,False,False,True,False,
4829,Walk It Out,Unk,2007.0,0.0,False,False,False,False,
4830,Beautiful Girls,Sean Kingston,2007.0,0.2,False,False,True,False,
4831,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,2007.0,0.3,False,False,True,False,
4833,"Pop, Lock and Drop It",Huey,2007.0,0.3,False,False,True,False,
4835,Rockstar,Nickelback,2007.0,0.6,False,False,True,False,
4837,What I've Done,Linkin Park,2007.0,0.0,False,False,False,False,
4842,Make It Rain,Fat Joe feat. Lil Wayne,2007.0,0.5,False,False,False,False,
4845,Lips Of An Angel,Hinder,2007.0,0.6,False,True,False,False,
4846,Waiting On The World To Change,John Mayer,2007.0,0.0,False,False,False,False,
4847,Lost Without U,Robin Thicke,2007.0,0.6,False,True,True,False,
4849,If Everyone Cared,Nickelback,2007.0,0.0,False,False,False,False,
4850,Get It Shawty,Lloyd,2007.0,0.5,False,True,False,False,
4851,Face Down,Red Jumpsuit Apparatus,2007.0,1.0,True,False,False,True,
4854,It Ends Tonight,All-American Rejects,2007.0,0.6,False,False,True,False,
4856,Because Of You,Ne-Yo,2007.0,0.8,False,True,True,False,
4857,I Tried,Bone Thugs-N-Harmony feat. Akon,2007.0,0.3,False,False,True,False,
4860,Chasing Cars,Snow Patrol,2007.0,0.3,False,False,True,False,
4861,Beautiful Liar,Beyonce and Shakira,2007.0,0.3,False,False,True,False,
4862,Sexyback,Justin Timberlake,2007.0,0.8,True,True,True,False,
4863,Keep Holding On,Avril Lavigne,2007.0,0.3,False,False,True,False,
4864,Let It Go,Keyshia Cole feat. Missy Elliott and Lil Kim,2007.0,0.2,False,False,True,False,
4865,Apologize,Timbaland feat. OneRepublic,2007.0,0.6,False,False,True,False,
4866,Bubbly,Colbie Caillat,2007.0,0.2,False,False,True,False,
4868,Who Knew,Pink,2007.0,0.6,False,False,True,False,
4869,Never Again,Kelly Clarkson,2007.0,0.6,False,True,False,False,
4870,Promise,Ciara,2007.0,0.6,False,False,True,False,
4871,Bed,J. Holiday,2007.0,0.5,False,False,True,False,
4872,Throw Some D's,Rich Boy feat. Polow Da Don,2007.0,0.5,False,False,True,False,
4874,Big Things Poppin' (Do It),T.I.,2007.0,0.3,False,False,True,False,
4875,No One,Alicia Keys,2007.0,0.3,False,False,True,False,
4876,The Great Escape,Boys Like Girls,2007.0,0.3,False,False,True,False,
4877,2 Step,Unk,2007.0,0.0,False,False,False,False,
4878,Walk Away (Remember Me),Paula DeAnda feat. The DEY,2007.0,0.3,False,True,False,False,
4879,Go Getta,Young Jeezy feat. R. Kelly,2007.0,0.5,False,False,True,False,
4880,Here (In Your Arms),Hellogoodbye,2007.0,0.3,False,False,True,False,
4881,On The Hotline,Pretty Ricky,2007.0,0.3,False,False,True,False,
4885,First Time,Lifehouse,2007.0,0.3,False,False,True,False,
4887,Outta My System,Bow Wow feat. T-Pain and Johnta Austin,2007.0,0.6,False,True,True,False,
4888,Teardrops On My Guitar,Taylor Swift,2007.0,0.6,False,True,True,False,
4890,Snow ((Hey Oh)),Red Hot Chili Peppers,2007.0,0.2,False,False,True,False,
4891,Money Maker,Ludacris feat. Pharrell,2007.0,0.5,False,False,True,False,
4894,Rock Yo Hips,Crime Mob feat. Lil Scrappy,2007.0,0.5,False,False,True,False,
4896,Better Than Me,Hinder,2007.0,0.3,False,False,True,False,
4897,Paralyzer,Finger Eleven,2007.0,0.3,False,False,True,False,
4901,Bleeding Love,Leona Lewis,2008.0,0.3,False,False,True,False,
4902,No One,Alicia Keys,2008.0,0.3,False,False,True,False,
4904,Apologize,Timbaland feat. OneRepublic,2008.0,0.6,False,False,True,False,
4906,Love Song,Sara Bareilles,2008.0,0.3,False,False,True,False,
4910,Sexy Can I,Ray J and Yung Berg,2008.0,0.6,False,False,True,False,
4911,Take A Bow,Rihanna,2008.0,0.6,False,False,False,False,
4912,Viva La Vida,Coldplay,2008.0,0.3,False,False,True,False,
4913,I Kissed A Girl,Katy Perry,2008.0,0.3,False,False,True,False,
4914,Whatever You Like,T.I.,2008.0,0.6,False,False,True,False,
4916,Don't Stop the Music,Rihanna,2008.0,0.3,False,False,True,False,
4917,Pocketful of Sunshine,Natasha Bedingfield,2008.0,0.3,False,False,True,False,
4919,Closer,Ne-Yo,2008.0,0.8,False,True,True,False,
4921,Touch My Body,Mariah Carey,2008.0,0.3,False,False,True,False,
4922,4 Minutes,Madonna feat. Justin Timberlake,2008.0,0.3,False,False,True,False,
4923,So What,Pink,2008.0,0.3,False,False,True,False,
4924,Paralyzer,Finger Eleven,2008.0,0.3,False,False,True,False,
4926,I'm Yours,Jason Mraz,2008.0,0.3,False,False,True,False,
4927,Leavin',Jesse McCartney,2008.0,0.6,False,True,False,False,
4928,Dangerous,Kardinal Offishall feat. Akon,2008.0,0.3,False,False,True,False,
4930,See You Again,Miley Cyrus,2008.0,0.3,False,False,True,False,
4931,Shake It,Metro Station,2008.0,0.5,False,False,True,False,
4932,Stop And Stare,OneRepublic,2008.0,0.3,False,False,True,False,
4933,Take You There,Sean Kingston,2008.0,0.8,False,False,True,False,
4935,Hot N Cold,Katy Perry,2008.0,0.6,False,False,True,False,
4936,Live Your Life,T.I. feat. Rihanna,2008.0,0.3,False,False,True,False,
4939,Got Money,Lil Wayne feat. T-Pain,2008.0,0.3,False,True,False,False,
4943,Sorry,Buckcherry,2008.0,0.3,False,False,True,False,
4944,Independent,Webbie feat. Lil' Phat and Lil' Boosie,2008.0,0.6,False,False,True,False,
4949,Sensual Seduction,Snoop Dogg,2008.0,0.8,False,True,True,False,
4950,What You Got,Colby O'Donis feat. Akon,2008.0,0.5,False,True,False,False,
4951,It'S Not My Time,3 Doors Down,2008.0,0.3,False,False,True,False,
4952,Better In Time,Leona Lewis,2008.0,0.3,False,False,True,False,
4954,Shadow Of The Day,Linkin Park,2008.0,0.3,False,False,True,False,
4956,Miss Independent,Ne-Yo,2008.0,0.0,False,False,False,False,
4957,Fall For You,Secondhand Serenade,2008.0,0.6,False,False,True,False,
4958,In The Ayer,Flo Rida feat. will.i.am,2008.0,0.0,False,False,False,False,
4959,Say,John Mayer,2008.0,0.0,False,False,False,False,
4960,One Step at A Time,Jordin Sparks,2008.0,0.0,False,False,False,False,
4961,Hate That I Love You,Rihanna feat. Ne-Yo,2008.0,0.6,False,False,True,False,
4962,Superstar,Lupe Fiasco feat. Matthew Santos,2008.0,0.2,False,False,False,False,
4963,Suffocate,J. Holiday,2008.0,0.6,False,True,True,False,
4965,Get Like Me,David Banner feat. Chris Brown,2008.0,0.3,False,False,True,False,
4966,Realize,Colbie Caillat,2008.0,0.3,False,False,True,False,
4967,Put On,Young Jeezy feat. Kanye West,2008.0,0.5,False,False,True,False,
4968,The Time Of My Life,David Cook,2008.0,0.0,False,False,False,False,
4971,Love Like This,Natasha Bedingfield feat. Sean Kingston,2008.0,0.3,False,False,True,False,
4972,Burnin' Up,Jonas Brothers,2008.0,0.0,False,False,False,False,
4975,Crush,David Archuleta,2008.0,0.3,False,False,True,False,
4977,Big Girls Don't Cry,Fergie,2008.0,0.3,False,False,True,False,
4978,Good Life,Kanye West feat. T-Pain,2008.0,0.0,False,False,False,False,
4979,Womanizer,Britney Spears,2008.0,0.6,False,False,False,False,
4980,Love Story,Taylor Swift,2008.0,0.3,False,False,True,False,
4981,Just Fine,Mary J. Blige,2008.0,0.0,False,False,False,False,
4982,Piece Of Me,Britney Spears,2008.0,0.3,False,False,True,False,
4983,The Boss,Rick Ross feat. T-Pain,2008.0,0.5,False,False,True,False,
4984,All Summer Long,Kid Rock,2008.0,0.3,False,False,True,False,
4986,In Love With A Girl,Gavin DeGraw,2008.0,0.3,False,False,True,False,
4987,My Life,Game feat. Lil Wayne,2008.0,0.5,False,False,False,True,
4988,I Remember,Keyshia Cole,2008.0,0.6,False,False,True,False,
4990,Mrs. Officer,Lil Wayne feat. Bobby Valentino and Kidd Kidd,2008.0,0.3,False,False,True,False,
4991,7 Things,Miley Cyrus,2008.0,0.3,False,False,True,False,
4994,Feels Like Tonight,Daughtry,2008.0,0.3,False,False,True,False,
4995,The Way I Are,Timbaland feat. Keri Hilson,2008.0,0.3,False,False,True,False,
4996,Addicted,Saving Abel,2008.0,0.6,False,False,True,False,
4999,She Got It,2 Pistols feat. T-Pain and Tay Dizm,2008.0,0.6,False,False,True,False,
5000,Boom Boom Pow,Black Eyed Peas,2009.0,0.0,False,False,False,False,
5001,Poker Face,Lady Gaga,2009.0,0.6,False,True,False,False,
5002,Just Dance,Lady Gaga feat. Colby O'Donis,2009.0,0.3,False,False,True,False,
5004,Love Story,Taylor Swift,2009.0,0.3,False,False,True,False,
5005,Right Round,Flo Rida,2009.0,0.5,False,False,True,False,
5006,I'm Yours,Jason Mraz,2009.0,0.3,False,False,True,False,
5008,Heartless,Kanye West,2009.0,0.5,False,True,True,False,
5010,You Belong With Me,Taylor Swift,2009.0,0.5,False,True,False,False,
5012,You Found Me,Fray,2009.0,0.3,False,False,True,False,
5013,Use Somebody,Kings Of Leon,2009.0,0.3,False,False,True,False,
5015,Blame It,Jamie Foxx feat. T-Pain,2009.0,0.3,False,False,True,False,
5016,I Know You Want Me (Calle Ocho),Pitbull,2009.0,0.5,False,False,True,False,
5017,Live Your Life,T.I. feat. Rihanna,2009.0,0.3,False,False,True,False,
5020,The Climb,Miley Cyrus,2009.0,0.0,False,False,False,False,
5021,Best I Ever Had,Drake,2009.0,0.5,False,True,True,False,
5022,My Life Would Suck Without You,Kelly Clarkson,2009.0,0.6,False,False,True,False,
5027,Day 'n' Nite,Kid Cudi,2009.0,0.3,False,False,True,False,
5028,Party in the U.S.A.,Miley Cyrus,2009.0,0.0,False,False,False,False,
5032,Fire Burning,Sean Kingston,2009.0,0.6,False,True,True,False,
5034,Lovegame,Lady Gaga,2009.0,0.3,False,False,True,False,
5038,Womanizer,Britney Spears,2009.0,0.6,False,False,False,False,
5039,Whatever You Like,T.I.,2009.0,0.6,False,False,True,False,
5040,Obsessed,Mariah Carey,2009.0,0.3,False,True,False,False,
5042,Good Girls Go Bad,Cobra Starship feat. Leighton Meester,2009.0,0.6,False,True,True,False,
5044,So What,Pink,2009.0,0.3,False,False,True,False,
5045,Hotel Room Service,Pitbull,2009.0,0.8,False,False,True,False,
5046,Crack A Bottle,"Eminem, Dr. Dre and 50 Cent",2009.0,0.8,True,True,False,False,
5047,If I Were A Boy,Beyonce,2009.0,0.3,False,False,True,False,
5048,Turning Me On,Keri Hilson feat. Lil Wayne,2009.0,0.3,False,False,True,False,
5049,I Hate This Part,Pussycat Dolls,2009.0,0.6,False,False,True,False,
5050,Gotta Be Somebody,Nickelback,2009.0,0.3,False,False,True,False,
5051,Please Don't Leave Me,Pink,2009.0,0.8,True,False,True,True,
5052,Paparazzi,Lady Gaga,2009.0,0.6,False,True,True,False,
5053,Beautiful,Akon feat. Colby O'Donis and Kardinal Offishall,2009.0,0.2,False,False,True,False,
5055,Right Now (Na Na Na),Akon,2009.0,0.3,False,False,True,False,
5057,Sugar,Flo Rida feat. Wynter,2009.0,0.3,False,False,True,False,
5058,Miss Independent,Ne-Yo,2009.0,0.0,False,False,False,False,
5059,Fireflies,Owl City,2009.0,0.2,False,False,True,False,
5062,No Surprise,Daughtry,2009.0,0.3,False,False,True,False,
5063,She Wolf,Shakira,2009.0,0.6,False,False,True,False,
5064,Break Up,Mario feat. Gucci Mane and Sean Garrett,2009.0,0.6,False,True,True,False,
5065,Sweet Dreams,Beyonce,2009.0,0.6,False,False,True,False,
5067,Fallin' For You,Colbie Caillat,2009.0,0.3,False,False,True,False,
5069,If Today Was Your Last Day,Nickelback,2009.0,0.3,False,False,True,False,
5070,Throw It In The Bag,Fabolous feat. The-Dream,2009.0,0.3,False,True,False,False,
5073,If U Seek Amy,Britney Spears,2009.0,0.3,False,True,False,False,
5074,Big Green Tractor,Jason Aldean,2009.0,0.2,False,False,True,False,
5075,White Horse,Taylor Swift,2009.0,0.3,False,False,True,False,
5077,21 Guns,Green Day,2009.0,0.3,False,False,True,False,
5078,Turn My Swag On,Soulja Boy Tell'em,2009.0,0.5,False,False,True,False,
5080,Chicken Fried,Zac Brown Band,2009.0,0.0,False,False,False,False,
5081,Diva,Beyonce,2009.0,0.2,False,False,True,False,
5082,Replay,Iyaz,2009.0,0.3,False,False,True,False,
5083,Then,Brad Paisley,2009.0,0.6,False,False,True,False,
5084,Her Diamonds,Rob Thomas,2009.0,0.3,False,False,True,False,
5085,How Do You Sleep?,Jesse McCartney feat. Ludacris,2009.0,0.6,False,True,True,False,
5086,3,Britney Spears,2009.0,0.5,False,False,True,False,
5087,Forever,"Drake feat. Kanye West, Lil Wayne and Eminem",2009.0,0.5,False,False,True,False,
5089,I Run To You,Lady Antebellum,2009.0,0.3,False,False,True,False,
5092,People Are Crazy,Billy Currington,2009.0,0.0,False,False,False,False,
5093,Whatever It Is,Zac Brown Band,2009.0,0.3,False,False,True,False,
5094,Already Gone,Kelly Clarkson,2009.0,0.3,False,False,True,False,
5095,Goodbye,Kristinia DeBarge,2009.0,0.0,False,False,False,False,
5096,Say Hey (I Love You),Michael Franti and Spearhead feat. Cherine Anderson,2009.0,0.3,False,False,True,False,
5097,Pop Champagne,Jim Jones and Ron Browz feat. Juelz Santana,2009.0,0.5,False,False,True,False,
5099,Never Say Never,Fray,2009.0,0.3,False,False,True,False,
5101,Need You Now,Lady Antebellum,2010.0,0.3,False,False,True,False,
5102,"Hey, Soul Sister",Train,2010.0,0.3,False,True,True,False,
5103,California Gurls,Katy Perry feat. Snoop Dogg,2010.0,0.2,False,False,True,False,
5109,Break Your Heart,Taio Cruz feat. Ludacris,2010.0,0.8,False,False,True,False,
5111,I Like It,Enrique Iglesias feat. Pitbull,2010.0,0.3,False,False,True,False,
5114,Rude Boy,Rihanna,2010.0,0.5,False,False,True,False,
5116,Teenage Dream,Katy Perry,2010.0,0.3,False,False,True,False,
5117,Just The Way You Are,Bruno Mars,2010.0,0.2,False,True,True,False,
5118,Cooler Than Me,Mike Posner,2010.0,0.2,False,False,False,False,
5123,Not Afraid,Eminem,2010.0,0.5,False,False,True,False,
5124,Replay,Iyaz,2010.0,0.3,False,False,True,False,
5125,Sexy Chick,David Guetta feat. Akon,2010.0,0.3,False,False,True,False,
5126,Breakeven,Script,2010.0,0.3,False,False,True,False,
5127,Your Love Is My Drug,Ke$ha,2010.0,0.8,False,True,True,False,
5129,Fireflies,Owl City,2010.0,0.3,False,False,True,False,
5130,Say Aah,Trey Songz feat. Fabolous,2010.0,0.5,False,False,True,False,
5131,Find Your Love,Drake,2010.0,0.3,False,False,True,False,
5134,Just A Dream,Nelly,2010.0,0.3,False,True,True,False,
5136,Like A G6,Far East Movement feat. The Cataracs and Dev,2010.0,0.3,False,False,True,False,
5137,Carry Out,Timbaland feat. Justin Timberlake,2010.0,0.3,False,False,True,False,
5139,Club Can't Handle Me,Flo Rida feat. David Guetta,2010.0,0.2,False,False,True,False,
5141,Bulletproof,La Roux,2010.0,0.3,False,False,True,False,
5143,Baby,Justin Bieber feat. Ludacris,2010.0,0.6,False,True,True,False,
5144,Whataya Want From Me,Adam Lambert,2010.0,0.3,False,False,True,False,
5146,Only Girl (In The World),Rihanna,2010.0,0.6,False,False,True,False,
5149,Young Forever,Jay-Z and Mr. Hudson,2010.0,0.2,False,False,True,False,
5152,Do You Remember,Jay Sean feat. Sean Paul and Lil Jon,2010.0,0.3,False,False,True,False,
5154,According To You,Orianthi,2010.0,0.3,False,False,True,False,
5156,You Belong With Me,Taylor Swift,2010.0,0.5,False,True,False,False,
5157,Meet Me Halfway,Black Eyed Peas,2010.0,0.3,False,False,True,False,
5159,Over,Drake,2010.0,0.2,False,False,False,False,
5160,Animal,Neon Trees,2010.0,0.6,False,False,True,False,
5161,Misery,Maroon 5,2010.0,0.3,False,False,True,False,
5163,Paparazzi,Lady Gaga,2010.0,0.6,False,True,True,False,
5164,Tie Me Down,New Boyz feat. Ray J,2010.0,0.6,False,True,False,False,
5166,Party In The U.S.A.,Miley Cyrus,2010.0,0.0,False,False,False,False,
5167,Deuces,Chris Brown feat. Tyga and Kevin McCall,2010.0,0.3,False,False,True,False,
